"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=primates&show=ref"
"Access Time","Mon 2023-03-13 21:35:20 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","primates"
"","timerule","major"
"","taxon_status","all"
"","show","ref"
"Elapsed Time","0.00432"
"Records Found","2322"
"Records Returned","2322"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no","primary_reference"
"73701","spm","N","","0","","No. 450","","","","body","male","1","table","","","Theropithecus gelada","species","233450","","Theropithecus gelada","species","233449","","","42026","P. Dandelot and J. Prévost. 1972. Contribution a l'étude des primates d'Éthiopie (simiens). Mammalia 36(4):607-633"
"73702","spm","N","","0","","No. 450","","","","skull","male","1","table","","total length and zygomatic breadth","Theropithecus gelada","species","233450","","Theropithecus gelada","species","233449","","","42026","P. Dandelot and J. Prévost. 1972. Contribution a l'étude des primates d'Éthiopie (simiens). Mammalia 36(4):607-633"
"73703","spm","N","","0","","No. 451","","","","body","female","1","table","","","Theropithecus gelada","species","233450","","Theropithecus gelada","species","233449","","","42026","P. Dandelot and J. Prévost. 1972. Contribution a l'étude des primates d'Éthiopie (simiens). Mammalia 36(4):607-633"
"73704","spm","N","","0","","No. 451","","","","skull","female","1","table","","total length and zygomatic breadth","Theropithecus gelada","species","233450","","Theropithecus gelada","species","233449","","","42026","P. Dandelot and J. Prévost. 1972. Contribution a l'étude des primates d'Éthiopie (simiens). Mammalia 36(4):607-633"
"73705","spm","N","","0","","No. 452","","","","body","female","1","table","","","Theropithecus gelada","species","233450","","Theropithecus gelada","species","233449","","","42026","P. Dandelot and J. Prévost. 1972. Contribution a l'étude des primates d'Éthiopie (simiens). Mammalia 36(4):607-633"
"73706","spm","N","","0","","No. 452","","","","skull","female","1","table","","total length and zygomatic breadth","Theropithecus gelada","species","233450","","Theropithecus gelada","species","233449","","","42026","P. Dandelot and J. Prévost. 1972. Contribution a l'étude des primates d'Éthiopie (simiens). Mammalia 36(4):607-633"
"73707","spm","N","","0","","No. 453","","","","body","female","1","table","","","Theropithecus gelada","species","233450","","Theropithecus gelada","species","233449","","","42026","P. Dandelot and J. Prévost. 1972. Contribution a l'étude des primates d'Éthiopie (simiens). Mammalia 36(4):607-633"
"73708","spm","N","","0","","No. 453","","","","skull","female","1","table","","total length and zygomatic breadth","Theropithecus gelada","species","233450","","Theropithecus gelada","species","233449","","","42026","P. Dandelot and J. Prévost. 1972. Contribution a l'étude des primates d'Éthiopie (simiens). Mammalia 36(4):607-633"
"73709","spm","N","","0","","Kelabit Plateau 1","","","","skull","female","1","text","","total length and zygomatic breadth (condylobasal length 75)","Presbytis hosei","species","238664","","Presbytis hosei","species","238663","","","42030","D. D. Davis. 1958. Mammals of the Kelabit Plateau, northern Sarawak. Fieldiana, Zoology 39(15):119-147"
"73710","spm","N","","0","","Kelabit Plateau 2","","","","skull","female","1","text","","zygomatic breadth (length not measureable)","Presbytis hosei","species","238664","","Presbytis hosei","species","238663","","","42030","D. D. Davis. 1958. Mammals of the Kelabit Plateau, northern Sarawak. Fieldiana, Zoology 39(15):119-147"
"73711","spm","N","","0","","Kalalan","","","","skull","male","1","text","","total length and zygomatic breadth (condylobasal length 68)","Presbytis rubicunda ignita","subspecies","238827","","Presbytis rubicunda ignita","subspecies","238824","","","42030","D. D. Davis. 1958. Mammals of the Kelabit Plateau, northern Sarawak. Fieldiana, Zoology 39(15):119-147"
"73712","spm","N","","0","","Kelabit Plateau","","","","skull","","4","text","","total length and zygomatic breadth (basal length 75.9); two males, one female, and one unknown","Hylobates moloch funereus","species","238831","recombined as","Hylobates funereus","species","238830","","","42030","D. D. Davis. 1958. Mammals of the Kelabit Plateau, northern Sarawak. Fieldiana, Zoology 39(15):119-147"
"73717","spm","N","","0","","H. cinereus cinereus 1","","","","skull","male","1","table","","basal length 76","Hylobates cinereus cinereus","subspecies","238893","","Hylobates cinereus cinereus","subspecies","238893","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73718","spm","N","","0","","H. cinereus cinereus 2","","","","skull","male","1","table","","basal length 74","Hylobates cinereus cinereus","subspecies","238893","","Hylobates cinereus cinereus","subspecies","238893","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73719","spm","N","","0","","H. cinereus cinereus 3","","","","skull","male","1","table","","basal length 71","Hylobates cinereus cinereus","subspecies","238893","","Hylobates cinereus cinereus","subspecies","238893","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73720","spm","N","","0","","H. cinereus cinereus 4","","","","skull","male","1","table","","basal length 73","Hylobates cinereus cinereus","subspecies","238893","","Hylobates cinereus cinereus","subspecies","238893","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73721","spm","N","","0","","H. cinereus cinereus 5","","","","skull","female","1","table","","basal length 73","Hylobates cinereus cinereus","subspecies","238893","","Hylobates cinereus cinereus","subspecies","238893","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73722","spm","N","","0","","H. cinereus cinereus 6","","","","skull","female","1","table","","basal length 73","Hylobates cinereus cinereus","subspecies","238893","","Hylobates cinereus cinereus","subspecies","238893","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73723","spm","N","","0","","H. cinereus funereus 1","","","","skull","male","1","table","","basal length 77","Hylobates cinereus funereus","species","238896","recombined as","Hylobates funereus","species","238830","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73724","spm","N","","0","","H. cinereus funereus 2","","","","skull","male","1","table","","basal length 70","Hylobates cinereus funereus","species","238896","recombined as","Hylobates funereus","species","238830","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73725","spm","N","","0","","H. cinereus funereus 3","","","","skull","male","1","table","","basal length 73","Hylobates cinereus funereus","species","238896","recombined as","Hylobates funereus","species","238830","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73726","spm","N","","0","","H. cinereus funereus 4","","","","skull","male","1","table","","basal length 71","Hylobates cinereus funereus","species","238896","recombined as","Hylobates funereus","species","238830","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73727","spm","N","","0","","H. cinereus funereus 5","","","","skull","female","1","table","","basal length 75","Hylobates cinereus funereus","species","238896","recombined as","Hylobates funereus","species","238830","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73728","spm","N","","0","","H. cinereus funereus 6","","","","skull","female","1","table","","basal length 73","Hylobates cinereus funereus","species","238896","recombined as","Hylobates funereus","species","238830","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73729","spm","N","","0","","H. cinereus gabriellae 1","","","","skull","male","1","table","","basal length 75","Hylobates concolor gabriellae","species","238640","recombined as","Nomascus gabriellae","species","238640","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73730","spm","N","","0","","H. cinereus gabriellae 2","","","","skull","male","1","table","","basal length 75","Hylobates concolor gabriellae","species","238640","recombined as","Nomascus gabriellae","species","238640","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73731","spm","N","","0","","H. cinereus gabriellae 3","","","","skull","male","1","table","","basal length 76","Hylobates concolor gabriellae","species","238640","recombined as","Nomascus gabriellae","species","238640","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73732","spm","N","","0","","H. cinereus gabriellae 4","","","","skull","male","1","table","","basal length 69","Hylobates concolor gabriellae","species","238640","recombined as","Nomascus gabriellae","species","238640","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73733","spm","N","","0","","H. cinereus gabriellae 5","","","","skull","female","1","table","","basal length 79","Hylobates concolor gabriellae","species","238640","recombined as","Nomascus gabriellae","species","238640","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73734","spm","N","","0","","H. cinereus gabriellae 6","","","","skull","female","1","table","","basal length 74","Hylobates concolor gabriellae","species","238640","recombined as","Nomascus gabriellae","species","238640","","","42033","C. B. Kloss. 1929. Some Remarks on the Gibbons, with the Description of a New Sub-species. Proceedings of the Zoological Society of London 99(1):113-127"
"73735","spm","N","","0","","Weflah","","","","skull","male","1","table","","","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","42034","F. A. Jentink. 1888. Zoological researches in Liberia. A list of mammals, collected by J. Büttikofer, C. F. Sala and F. X. Stampfli. Notes from the Leyden Museum 10:1-58"
"73736","spm","N","","0","","Junk River","","","","skull","male","1","table","","","Procolobus verus","species","234342","","Procolobus verus","species","234340","","","42034","F. A. Jentink. 1888. Zoological researches in Liberia. A list of mammals, collected by J. Büttikofer, C. F. Sala and F. X. Stampfli. Notes from the Leyden Museum 10:1-58"
"74591","spm","N","","0","","wild","","","","body","male","4","table","","","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"74592","spm","N","","0","","wild","","","","body","female","4","table","","","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"74593","spm","N","","0","","Duke Primate Center","","","","body","male","34","table","","","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"74594","spm","N","","0","","Duke Primate Center","","","","body","female","33","table","","","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"74621","spm","N","","0","","AM B4644","","","","skull","","1","direct","","condylobasal length 81.79","Daubentonia madagascariensis","species","232753","","Daubentonia madagascariensis","species","232752","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74622","spm","N","","0","","AM B4644","","","","scapula","","1","direct","","","Daubentonia madagascariensis","species","232753","","Daubentonia madagascariensis","species","232752","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74623","spm","N","","0","","AM B4644","","","","humerus","","1","direct","","","Daubentonia madagascariensis","species","232753","","Daubentonia madagascariensis","species","232752","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74624","spm","N","","0","","AM B4644","","","","radius","","1","direct","","","Daubentonia madagascariensis","species","232753","","Daubentonia madagascariensis","species","232752","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74625","spm","N","","0","","AM B4644","","","","ulna","","1","direct","","","Daubentonia madagascariensis","species","232753","","Daubentonia madagascariensis","species","232752","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74626","spm","N","","0","","AM B4644","","","","femur","","1","direct","","","Daubentonia madagascariensis","species","232753","","Daubentonia madagascariensis","species","232752","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74627","spm","N","","0","","AM B4644","","","","tibia","","1","direct","","","Daubentonia madagascariensis","species","232753","","Daubentonia madagascariensis","species","232752","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74628","spm","N","","0","","""possibly"" A9023","","","","skull","","1","direct","","condylobasal length 79.62","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74629","spm","N","","0","","""possibly"" A9023","","","","scapula","","1","direct","","","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74630","spm","N","","0","","""possibly"" A9023","","","","humerus","","1","direct","","","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74631","spm","N","","0","","""possibly"" A9023","","","","radius","","1","direct","","","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74632","spm","N","","0","","""possibly"" A9023","","","","ulna","","1","direct","","","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74633","spm","N","","0","","""possibly"" A9023","","","","femur","","1","direct","","","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74634","spm","N","","0","","""possibly"" A9023","","","","tibia","","1","direct","","","Eulemur mongoz","species","239196","","Eulemur mongoz","species","232505","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74635","spm","N","","0","","AM B2684","","","","skull","female","1","direct","","sex not recorded, but apparently female based on mean GL (= PR) and ZB measurements given by Groves; condylobasal length 144.19","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74636","spm","N","","0","","AM B2684","","","","scapula","female","1","direct","","sex not recorded, but apparently female based on mean GL (= PR) and ZB measurements given by Groves","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74637","spm","N","","0","","AM B2684","","","","humerus","female","1","direct","","sex not recorded, but apparently female based on mean GL (= PR) and ZB measurements given by Groves","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74638","spm","N","","0","","AM B2684","","","","radius","female","1","direct","","sex not recorded, but apparently female based on mean GL (= PR) and ZB measurements given by Groves","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74639","spm","N","","0","","AM B2684","","","","ulna","female","1","direct","","sex not recorded, but apparently female based on mean GL (= PR) and ZB measurements given by Groves","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74640","spm","N","","0","","AM B2684","","","","femur","female","1","direct","","sex not recorded, but apparently female based on mean GL (= PR) and ZB measurements given by Groves","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"74641","spm","N","","0","","AM B2684","","","","tibia","female","1","direct","","sex not recorded, but apparently female based on mean GL (= PR) and ZB measurements given by Groves","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41904","J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum."
"77065","spm","N","","0","","CGM 40237","","","","skull","","1","table","","apparently inion to prosthion","Aegyptopithecus zeuxis","species","100577","","Aegyptopithecus zeuxis","species","100577","","","42182","E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
"77066","spm","N","","0","","","","","","skull","","1","table","","apparently inion to prosthion: estimate based on DPC 9867 and AMNH 14556","Apidium phiomense","species","100576","","Apidium phiomense","species","100576","","","42182","E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
"77067","spm","","572680","0","60127","DPC 14095","","","","skull","","1","table","","apparently inion to prosthion","Proteopithecus sylviae","species","97123","","Proteopithecus sylviae","species","97123","33.9","28.1","42182","E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
"77068","spm","","572680","0","60127","CGM 42214","","","","skull","","1","table","","apparently inion to prosthion","Proteopithecus sylviae","species","97123","","Proteopithecus sylviae","species","97123","33.9","28.1","42182","E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
"77069","spm","","572679","0","60127","","","","","skull","","3","table","","apparently inion to prosthion: based on ""three best specimens"" and therefore may include type","Catopithecus browni","species","97121","","Catopithecus browni","species","97121","33.9","28.1","42182","E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
"77070","spm","N","","0","","DPC-O-42","","","","skull","","1","table","","apparently inion to prosthion","Loris tardigradus","species","206247","","Loris tardigradus","species","104137","","","42182","E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
"77071","spm","N","","0","","DPC-O-33","","","","skull","","1","table","","apparently inion to prosthion","Cheirogaleus medius","species","240281","","Cheirogaleus medius","species","240281","","","42182","E. L. Simons. 1997. Preliminary description of the cranium of Proteopithecus sylviae, an Egyptian late Eocene anthropoidean primate. Proceedings of the National Academy of Sciences 94:14970-14975"
"77072","spm","N","","0","","Powell-Cotton Museum","","","","scapula","both","6","table","","3 females, 3 males","Cercocebus torquatus","species","233932","","Cercocebus torquatus","species","233931","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77073","spm","N","","0","","Powell-Cotton Museum","","","","humerus","both","6","table","","3 females, 3 males","Cercocebus torquatus","species","233932","","Cercocebus torquatus","species","233931","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77074","spm","N","","0","","Powell-Cotton Museum","","","","ulna","both","6","table","","3 females, 3 males","Cercocebus torquatus","species","233932","","Cercocebus torquatus","species","233931","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77075","spm","N","","0","","Powell-Cotton Museum","","","","radius","both","6","table","","3 females, 3 males","Cercocebus torquatus","species","233932","","Cercocebus torquatus","species","233931","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77076","spm","N","","0","","Powell-Cotton Museum","","","","femur","both","6","table","","3 females, 3 males","Cercocebus torquatus","species","233932","","Cercocebus torquatus","species","233931","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77077","spm","N","","0","","Powell-Cotton Museum","","","","tibia","both","6","table","","3 females, 3 males","Cercocebus torquatus","species","233932","","Cercocebus torquatus","species","233931","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77078","spm","N","","0","","Powell-Cotton Museum","","","","fibula","both","6","table","","3 females, 3 males","Cercocebus torquatus","species","233932","","Cercocebus torquatus","species","233931","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77079","spm","N","","0","","UC Santa Cruz","","","","scapula","both","4","table","","2 females, 2 males","Cercopithecus aethiops","species","92703","recombined as","Chlorocebus aethiops","species","92707","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77080","spm","N","","0","","UC Santa Cruz","","","","humerus","both","4","table","","2 females, 2 males","Cercopithecus aethiops","species","92703","recombined as","Chlorocebus aethiops","species","92707","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77081","spm","N","","0","","UC Santa Cruz","","","","ulna","both","4","table","","2 females, 2 males","Cercopithecus aethiops","species","92703","recombined as","Chlorocebus aethiops","species","92707","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77082","spm","N","","0","","UC Santa Cruz","","","","radius","both","4","table","","2 females, 2 males","Cercopithecus aethiops","species","92703","recombined as","Chlorocebus aethiops","species","92707","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77083","spm","N","","0","","KIZ/AMNH/FMNH","","","","scapula","both","10","table","","5 females, 5 males","Macaca arctoides","species","240319","","Macaca arctoides","species","240318","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77084","spm","N","","0","","KIZ/AMNH/FMNH","","","","humerus","both","10","table","","5 females, 5 males","Macaca arctoides","species","240319","","Macaca arctoides","species","240318","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77085","spm","N","","0","","KIZ/AMNH/FMNH","","","","ulna","both","10","table","","5 females, 5 males","Macaca arctoides","species","240319","","Macaca arctoides","species","240318","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77086","spm","N","","0","","KIZ/AMNH/FMNH","","","","radius","both","10","table","","5 females, 5 males","Macaca arctoides","species","240319","","Macaca arctoides","species","240318","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77087","spm","N","","0","","KIZ/AMNH/FMNH","","","","femur","both","10","table","","5 females, 5 males","Macaca arctoides","species","240319","","Macaca arctoides","species","240318","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77088","spm","N","","0","","KIZ/AMNH/FMNH","","","","tibia","both","10","table","","5 females, 5 males","Macaca arctoides","species","240319","","Macaca arctoides","species","240318","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77089","spm","N","","0","","KIZ/AMNH/FMNH","","","","fibula","both","10","table","","5 females, 5 males","Macaca arctoides","species","240319","","Macaca arctoides","species","240318","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77090","spm","N","","0","","National Museum of Natural History","","","","scapula","both","4","table","","3 females, 1 male","Macaca cyclopis","species","240321","","Macaca cyclopis","species","240320","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77091","spm","N","","0","","National Museum of Natural History","","","","humerus","both","4","table","","3 females, 1 male","Macaca cyclopis","species","240321","","Macaca cyclopis","species","240320","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77092","spm","N","","0","","National Museum of Natural History","","","","ulna","both","4","table","","3 females, 1 male","Macaca cyclopis","species","240321","","Macaca cyclopis","species","240320","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77093","spm","N","","0","","National Museum of Natural History","","","","radius","both","4","table","","3 females, 1 male","Macaca cyclopis","species","240321","","Macaca cyclopis","species","240320","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77094","spm","N","","0","","National Museum of Natural History","","","","femur","both","4","table","","3 females, 1 male","Macaca cyclopis","species","240321","","Macaca cyclopis","species","240320","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77095","spm","N","","0","","National Museum of Natural History","","","","tibia","both","4","table","","3 females, 1 male","Macaca cyclopis","species","240321","","Macaca cyclopis","species","240320","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77096","spm","N","","0","","National Museum of Natural History","","","","fibula","both","4","table","","3 females, 1 male","Macaca cyclopis","species","240321","","Macaca cyclopis","species","240320","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77097","spm","N","","0","","Kunming Institute of Zoology/National Museum of Natural History","","","","scapula","both","11","table","","6 females, 5 males","Macaca mulatta","species","232541","","Macaca mulatta","species","232540","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77098","spm","N","","0","","Kunming Institute of Zoology/National Museum of Natural History","","","","humerus","both","11","table","","6 females, 5 males","Macaca mulatta","species","232541","","Macaca mulatta","species","232540","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77099","spm","N","","0","","Kunming Institute of Zoology/National Museum of Natural History","","","","ulna","both","11","table","","6 females, 5 males","Macaca mulatta","species","232541","","Macaca mulatta","species","232540","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77100","spm","N","","0","","Kunming Institute of Zoology/National Museum of Natural History","","","","radius","both","11","table","","6 females, 5 males","Macaca mulatta","species","232541","","Macaca mulatta","species","232540","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
